주소,공원_요소명,공원_거리 (m),기관명_요소명,기관명_거리 (m),역명_요소명,역명_거리 (m),정류장명_요소명,정류장명_거리 (m),주차장_요소명,주차장_거리 (m),초등학교명,초등학교 거리,중학교명,중학교 거리,고등학교명,고등학교 거리
서울특별시 강남구 학동로26길 15,도산근린공원,1436,봉봉성형외과의원,113,학동,264,학동역6번출구,156,언주로147길(구),874,서울논현초등학교,548,언북중학교,830,영동고등학교,1580
서울특별시 강남구 학동로42길 55-10,도산근린공원,1429,서울인치과의원,125,선정릉,544,논현아이파크,183,강남치매지원센터 공영주차장(구),808,서울학동초등학교,182,언주중학교,858,영동고등학교,1179
서울특별시 강남구 학동로56길 38,봉은공원,1105,경희신창한의원,61,강남구청,318,강남구보건소,125,강남치매지원센터 공영주차장(구),581,서울삼릉초등학교,383,언주중학교,324,영동고등학교,747
서울특별시 강남구 학동로59길 29-10,청담근린공원,788,이문원한의원,111,강남구청,353,강남구청역,285,언북초교 공영주차장(구),171,서울언북초등학교,99,언주중학교,610,영동고등학교,196
서울특별시 강남구 헌릉로569길 3,율현공원,1398,강남파인즈치과의원,117,복정,2289,은곡마을.LH이편한세상,188,헌릉로745길(구),1612,서울대왕초등학교,445,세곡중학교,1015,풍문고등학교,519
서울특별시 강남구 헌릉로590길 10,율현공원,1434,바른정치과의원,132,복정,2244,은곡마을.강남신동아파밀리에,71,헌릉로745길(구),1599,서울대왕초등학교,257,세곡중학교,1264,풍문고등학교,797
서울특별시 강남구 헌릉로590길 100,율현공원,1614,리엔치과의원,218,복정,2416,은곡마을.강남신동아파밀리에,203,헌릉로745길(구),1777,서울대왕초등학교,419,세곡중학교,1239,풍문고등학교,872
서울특별시 강남구 헌릉로590길 11,율현공원,1341,바른정치과의원,0,복정,2125,은곡마을.강남신동아파밀리에,181,헌릉로745길(구),1490,서울대왕초등학교,129,세곡중학교,1374,풍문고등학교,857
서울특별시 강남구 헌릉로590길 63,율현공원,1764,강남구립행복요양병원,158,복정,2485,은곡마을.강남신동아파밀리에,452,헌릉로745길(구),1886,서울대왕초등학교,535,세곡중학교,1485,풍문고등학교,1153
서울특별시 강남구 헌릉로590길 88,율현공원,1632,리엔치과의원,181,복정,2409,은곡마을.강남신동아파밀리에,255,헌릉로745길(구),1781,서울대왕초등학교,414,세곡중학교,1318,풍문고등학교,950
서울특별시 강동구 강동대로51길 45-2,올림픽공원,836,아틀라스치과의원,178,둔촌동,575,서울성내동우체국,436,안말 주차장(구),612,서울성일초등학교,469,성내중학교,381,서울체육고등학교,382
서울특별시 강동구 강동대로51길 55-1,올림픽공원,861,아틀라스치과의원,206,둔촌동,554,서울성내동우체국,443,안말 주차장(구),586,서울성일초등학교,448,성내중학교,358,서울체육고등학교,410
서울특별시 강동구 강동대로51길 70,올림픽공원,951,지성한의원,213,둔촌동,474,한국전력공사강동송파지사,428,안말 주차장(구),531,서울성일초등학교,420,성내중학교,326,서울체육고등학교,485
서울특별시 강동구 강동대로55길 40,올림픽공원,982,미래치과의원,84,둔촌동,487,서울성내동우체국,98,안말 주차장(구),861,서울세륜초등학교,612,서울체육중학교,367,서울체육고등학교,367
서울특별시 강동구 강동대로55길 46,올림픽공원,995,우리치과의원,83,둔촌동,466,서울성내동우체국,106,안말 주차장(구),844,서울세륜초등학교,632,서울체육중학교,383,서울체육고등학교,383
서울특별시 강동구 고덕로 333,명일근린공원,335,서울숲요양병원,256,고덕,457,고덕평생학습관.온조대왕체육관,102,명일동 공영주차장(시),405,서울강덕초등학교,392,고덕중학교,514,서울컨벤션고등학교,360
서울특별시 강동구 고덕로 427,동명근린공원,499,서울건우정형외과의원,148,강일,287,강일역.고덕리엔파크2단지.3단지,174,강일동 주차장(구),803,서울강명초등학교,455,강명중학교,410,강일고등학교,697
서울특별시 강동구 고덕로 46,천호근린공원,1164,강동성모내과의원,208,암사,537,신암중학교,108,볕우물 공영주차장(시),503,서울선사초등학교,224,신암중학교,372,선사고등학교,540
서울특별시 강동구 고덕로 52-16,천호근린공원,1128,강동성모내과의원,200,암사,513,신암중학교,91,볕우물 공영주차장(시),438,서울선사초등학교,293,신암중학교,369,선사고등학교,521
서울특별시 강동구 고덕로 84-10,샛마을근린공원,1160,연세정형외과의원,37,암사,793,강일중.선사고,104,볕우물 공영주차장(시),207,서울선사초등학교,616,신암중학교,263,선사고등학교,246
서울특별시 강동구 고덕로 84-11,샛마을근린공원,1140,연세정형외과의원,37,암사,818,강일중.선사고,77,볕우물 공영주차장(시),215,서울선사초등학교,638,신암중학교,267,선사고등학교,230
서울특별시 강동구 고덕로 84-13,샛마을근린공원,1127,연세정형외과의원,50,암사,823,강일중.선사고,73,볕우물 공영주차장(시),207,서울명일초등학교,645,신암중학교,280,선사고등학교,236
서울특별시 강동구 고덕로10길 43-7,천호근린공원,998,경희정성한의원,84,암사,390,삼성광나루아파트.암사동유적,129,볕우물 공영주차장(시),437,서울선사초등학교,371,신암중학교,486,선사고등학교,620
서울특별시 강동구 고덕로14가길 6-8,천호근린공원,1179,일월한의원,266,암사,588,신암중학교,77,볕우물 공영주차장(시),346,서울선사초등학교,376,신암중학교,291,선사고등학교,421
서울특별시 강동구 고덕로14길 52,천호근린공원,977,일월한의원,64,암사,406,삼성광나루아파트.암사동유적,226,볕우물 공영주차장(시),353,서울선사초등학교,461,신암중학교,491,선사고등학교,598
서울특별시 강동구 고덕로16길 17,천호근린공원,1199,연세정형외과의원,182,암사,638,신암중학교,175,볕우물 공영주차장(시),249,서울선사초등학교,479,신암중학교,282,선사고등학교,365
서울특별시 강동구 고덕로16길 28,천호근린공원,1148,경희아침한의원,181,암사,595,신암중학교,192,볕우물 공영주차장(시),233,서울선사초등학교,490,신암중학교,334,선사고등학교,413
서울특별시 강동구 고덕로16길 43,천호근린공원,1097,경희아침한의원,99,암사,575,신암중학교,269,볕우물 공영주차장(시),178,서울선사초등학교,558,신암중학교,406,선사고등학교,461
서울특별시 강동구 고덕로16길 44,천호근린공원,1089,경희아침한의원,113,암사,559,신암중학교,253,볕우물 공영주차장(시),200,서울선사초등학교,538,신암중학교,404,선사고등학교,468
서울특별시 강동구 고덕로20가길 14-11,샛마을근린공원,1138,연세정형외과의원,116,암사,746,강일중.선사고,159,볕우물 공영주차장(시),129,서울선사초등학교,640,신암중학교,335,선사고등학교,323
서울특별시 강동구 고덕로20가길 20-12,샛마을근린공원,1122,연세정형외과의원,113,암사,763,강일중.선사고,145,볕우물 공영주차장(시),130,서울선사초등학교,655,신암중학교,338,선사고등학교,316
서울특별시 강동구 고덕로20가길 20-17,샛마을근린공원,1094,밝은미소치과의원,140,암사,766,강일중.선사고,163,볕우물 공영주차장(시),100,서울천호초등학교,628,강일중학교,352,선사고등학교,342
서울특별시 강동구 고덕로20가길 20-8,샛마을근린공원,1126,연세정형외과의원,104,암사,768,강일중.선사고,137,볕우물 공영주차장(시),140,서울선사초등학교,651,신암중학교,329,선사고등학교,306
서울특별시 강동구 고덕로20가길 4,샛마을근린공원,1203,연세정형외과의원,92,암사,725,강일중.선사고,171,볕우물 공영주차장(시),189,서울선사초등학교,573,신암중학교,277,선사고등학교,300
서울특별시 강동구 고덕로20길 55,천호근린공원,1093,경희아침한의원,48,암사,609,강일중.선사고,319,볕우물 공영주차장(시),111,서울천호초등학교,561,신암중학교,454,선사고등학교,479
서울특별시 강동구 고덕로20나길 24-9,천호근린공원,1162,일월한의원,249,암사,582,신암중학교,116,볕우물 공영주차장(시),310,서울선사초등학교,413,신암중학교,306,선사고등학교,420
서울특별시 강동구 고덕로20다길 24,샛마을근린공원,1162,연세정형외과의원,130,암사,717,강일중.선사고,184,볕우물 공영주차장(시),128,서울선사초등학교,619,신암중학교,337,선사고등학교,340
서울특별시 강동구 고덕로20다길 4-19,샛마을근린공원,1162,밝은미소치과의원,137,암사,695,강일중.선사고,212,볕우물 공영주차장(시),107,서울선사초등학교,625,신암중학교,364,선사고등학교,372
서울특별시 강동구 고덕로23길 10,샛마을근린공원,1179,연세정형외과의원,85,암사,888,강일중.선사고,95,볕우물 공영주차장(시),322,서울선사초등학교,623,신암중학교,187,선사고등학교,126
서울특별시 강동구 고덕로24가길 19-5,샛마을근린공원,994,강동미치과의원,152,명일,701,강일중.선사고,131,암사1동 주차장(구),126,서울명일초등학교,540,강일중학교,246,선사고등학교,313
서울특별시 강동구 고덕로24길 38,샛마을근린공원,1082,밝은미소치과의원,104,암사,753,강일중.선사고,197,볕우물 공영주차장(시),64,서울천호초등학교,592,강일중학교,375,선사고등학교,378
서울특별시 강동구 고덕로28길 34,샛마을근린공원,890,강동예사랑치과의원,205,명일,597,강일중.선사고,198,암사1동 주차장(구),27,서울명일초등학교,466,강일중학교,255,선사고등학교,391
서울특별시 강동구 고덕로3길 5,천호근린공원,1198,강동성모내과의원,253,암사,561,삼성광나루아파트.암사동유적,194,서울암사동유적 주차장(시),486,서울선사초등학교,78,신암중학교,496,선사고등학교,682
서울특별시 강동구 고덕로3길 9,천호근린공원,1213,강동성모내과의원,265,암사,576,삼성광나루아파트.암사동유적,206,서울암사동유적 주차장(시),470,서울선사초등학교,64,신암중학교,484,선사고등학교,670
서울특별시 강동구 고덕로80길 134,명일근린공원,380,고덕연세365소아청소년과의원,109,상일동,571,고덕숲.고덕센트럴아이파크,41,명일동 공영주차장(시),816,서울고현초등학교,274,상일중학교,631,강동고등학교,420
서울특별시 강동구 고덕로83길 158-7,동명근린공원,253,해맑은소아청소년과의원,457,상일동,562,고덕리엔파크1단지,381,강일동 주차장(구),717,서울고덕초등학교,53,고덕중학교,427,광문고등학교,686
서울특별시 강동구 고덕로8길 33,천호근린공원,1009,강동성모내과의원,63,암사,383,삼성광나루아파트.암사동유적,55,볕우물 공영주차장(시),509,서울선사초등학교,313,신암중학교,507,선사고등학교,656
서울특별시 강동구 고덕로97길 100,동명근린공원,1133,성안치과의원,354,강일,677,강일리버파크9단지후문,116,강일동 주차장(구),767,서울강솔초등학교,99,윤슬중학교,160,강일고등학교,221
서울특별시 강동구 고덕로97길 20,동명근린공원,1089,성안치과의원,77,강일,398,강일리버파크10단지.9단지,45,강일동 주차장(구),1013,서울강솔초등학교,297,윤슬중학교,489,하남고등학교,512
