기관명,병원경도,병원위도,주소,대표전화,진료시간(월요일)S,진료시간(월요일)C
(재)천주교서울대교구유지재단 전진상의원,126.9107337,37.45258801,"서울특별시 금천구 탑골로3가길 22, 전진상사회복지관 (시흥동)",02-802-9311,1400,2000
강남사랑니치과의원,127.0491627,37.50560237,"서울특별시 강남구 선릉로 514, 성원타워 지하1층 B123-2호 (삼성동)",02-556-2879,1000,1900
강남연세정형외과의원,127.1230873,37.48635957,"서울특별시 송파구 문정로 1, 201~205호 (문정동, 문정역 마에스트로)",02-448-7585,900,2000
365열린의원,127.1249758,37.54055538,"서울특별시 강동구 올림픽로 664, 3층 (천호동, 대우한강베네시티)",02-478-0365,900,2100
강남연세소아과의원,127.0484209,37.49923554,"서울특별시 강남구 역삼로 310, 한솔필리아 222호 (역삼동)",02-508-2776,900,1800
늘푸른의원,127.038011,37.64191952,서울특별시 도봉구 덕릉로59아길 17  (창동),02-997-4688,900,1730
(재)한국의학연구소한국중부의원,126.9732846,37.57183949,서울특별시 종로구 세종대로23길 54 (당주동),0237029000,700,1600
다나아이비인후과의원,127.0422897,37.51375507,"서울특별시 강남구 선릉로 641 (논현동, 204호)",02-547-7100,900,2200
다나아의원,127.0422874,37.51375399,"서울특별시 강남구 선릉로 641 (논현동, 204호)",02-547-7100,900,2200
늘푸른의원,126.9128851,37.58953769,"서울특별시 은평구 증산로 371, 은평신용협동조합 3층,4층 (신사동)",02-933-9119,900,1800
강남브라운치과의원,127.0225948,37.50736641,"서울특별시 서초구 강남대로85길 5, 대유빌딩 8층 (반포동)",02-3481-2828,1000,1800
강남삼성내과의원,127.0257003,37.50519607,"서울특별시 강남구 봉은사로 111, 7층 (논현동)",02-546-8004,900,1900
강남영상의학과의원,127.1213409,37.48338688,"서울특별시 서초구 반포대로24길 21, 솔본빌딩 4층 (서초동)",02-545-0261,1000,1600
나우미구강악안면외과치과의원,127.0201341,37.51541517,"서울특별시 강남구 강남대로 600, 401호 (논현동, 동신빌딩)",02-3445-7528,1000,1900
내비플란트치과의원,127.0336779,37.60015628,"서울특별시 성북구 종암로 113, 2층 (종암동)",02-923-2801,930,1800
강남이조은안과의원,127.0344699,37.50044076,"서울특별시 강남구 테헤란로 139-1, 2층, 지하1층 (역삼동)",02-553-9533,1000,1830
강남영상의학과의원,127.0412381,37.51663689,서울특별시 강남구 선릉로 669,02-545-0261,900,1800
강남성모원안과의원,127.0225948,37.50736641,"서울특별시 서초구 강남대로85길 5, 대유빌딩 2층 (반포동)",02-521-1212,930,1830
논현리뉴의원,127.0265077,37.50943025,"서울특별시 강남구 학동로6길 49, 논현동에스씨주택 2층 (논현동)",02-544-5554,1000,1900
365열린의원,126.891572,37.52606589,"서울특별시 영등포구 선유로 138, 롯데마트 양평점 (양평동3가)",02-3667-6856,1000,1930
365이화웃는세상의원,126.9182681,37.63946305,"서울특별시 은평구 진관3로 11, 208호, 301호 (진관동, 은평뉴타운 힐데스하임)",02-1600-1527,900,2000
e사랑치과의원,127.0418828,37.65949657,서울특별시 도봉구 도봉로 618 (창동),02-6406-2875,930,1800
강남브엘치과의원,127.0257003,37.50519607,"서울특별시 강남구 봉은사로 111, 8층 (논현동)",02-566-2879,1000,1730
강남센트럴의원,127.0064604,37.50702448,"서울특별시 서초구 신반포로 205, 반포쇼핑타운 제6동 2층 19~27호 (잠원동)",02-595-1000,930,2000
뉴서울성모요양병원,126.9061573,37.52604027,서울특별시 영등포구 영중로34길 6 (영등포동8가),02-2679-5118,900,1730
41연세빛정신건강의학과의원,126.875772,37.52817831,"서울특별시 양천구 목동동로 293, 현대41타워 403호 (목동)",02-6010-7582,1000,1900
강남브이에스(VS)라인의원,127.028754,37.49868136,"서울특별시 강남구 테헤란로 107, 메디타워 3층 (역삼동)",02-535-1312,1100,2030
남부효요양병원,126.8943272,37.47888968,"서울특별시 구로구 남부순환로 1291 (가리봉동, 영진오피스)",02-863-9900,900,1800
B&B치과의원,127.1087136,37.49453769,"서울특별시 송파구 양재대로 932, 청과물동 3층 (가락동, 가락농수산물시장)",02-1800-5487,900,1800
강남스마트신경과의원,127.0280101,37.49598293,"서울특별시 서초구 강남대로 373, 홍우빌딩 3층 일부호 (서초동)",02-6956-1010,1000,2000
남이비인후과의원,127.0770723,37.65084466,서울특별시 노원구 한글비석로 264 (중계동),02-934-4692,930,1900
네오의원,127.0338352,37.50436035,서울특별시 강남구 논현로101길 14,02-566-4561,1000,1900
강남스탠다드정형외과의원,127.0292672,37.49257899,"서울특별시 서초구 사임당로 180, 보원빌딩 2층 205호 (서초동)",02-587-8884,900,2000
강남연세이비인후과의원,127.0407531,37.51769318,"서울특별시 강남구 선릉로 703, HS TOWER 2층 (논현동)",02-511-5075,900,1900
대림미치과의원,126.8959195,37.49252893,"서울특별시 영등포구 도림로31길 2, 2층 (대림동)",02-6012-2875,930,1830
다이아몬드치과의원,127.1180988,37.4852129,"서울특별시 송파구 법원로11길 11, A동 206호 (문정동, 문정현대지지식산업센터1-1)",02-575-2875,1000,1830
강남연세흉부외과의원,127.0292192,37.49585974,"서울특별시 강남구 강남대로 370, 3층 (역삼동)",02-556-9388,930,1700
강남예쁨주의쁨의원,127.0269849,37.50039414,"서울특별시 강남구 강남대로 422, 지하2층 (역삼동)",02-535-2205,1030,2100
e조은치과의원,127.0190955,37.62042225,"서울특별시 강북구 솔샘로 233 (미아동, 동북프라자)",02-988-2804,1000,1800
닥터고운선의원,127.0307276,37.61162984,"서울특별시 강북구 도봉로 30, 6층 601호 (미아동, 에코피아빌딩)",02-988-9881,1000,2100
닥터플러스치과의원,127.143759,37.48992443,"서울특별시 송파구 양산로 12, 401호 (거여동, 세신훼밀리타운)",02-400-2804,930,1800
노벨의원,127.1275294,37.54018324,"서울특별시 강동구 천호대로157길 53, 2층 (천호동, 강동농협 로데오지점)",02-470-7515,1000,1900
e-플란트치과의원,126.8261253,37.55240857,"서울특별시 강서구 수명로 72, 502호 (내발산동, 발산신성프라자)",02-2667-2080,1000,1800
e해박난치과의원,126.9428572,37.5134559,"서울특별시 동작구 노량진로 152-1, 3층 (노량진동)",02-823-2080,1000,1900
강남웰니스내과의원,127.0381684,37.50793373,"서울특별시 강남구 언주로 563, 지하1층 101~108,114~121,123~126호 (역삼동)",02-6958-7590,800,1700
더가인치과의원,127.0160832,37.57272286,"서울특별시 종로구 종로 344, 306호 (숭인동, 대우디오빌)",02-2233-2828,930,1830
다오의원,126.9853643,37.5612659,"서울특별시 중구 퇴계로 123, 하이헤리엇 9층 9011호,9012호 (충무로2가)",02-776-7582,930,1830
강남이오스안과의원,127.0288294,37.49436642,"서울특별시 서초구 강남대로 355, 삼성화재 서초사옥 18,19,20층 (서초동)",02-3454-2080,1000,1800
강남비비의원,127.0263948,37.49835169,"서울특별시 서초구 서초대로77길 5, 4층 (서초동)",050-713-9450,1100,2000
강남우리집의원,127.0477746,37.47901936,"서울특별시 강남구 개포로 229, 정원빌딩 2층 4호 (개포동)",02-2291-8885,900,1800
강남삼성드림이비인후과의원,127.0290704,37.49603503,"서울특별시 강남구 강남대로 372 (역삼동, FINE TOWER)",02-539-0365,930,1830
강남웰남성의원,127.0469745,37.50477551,"서울특별시 강남구 테헤란로51길 10, 정다운빌딩 4층일부 (역삼동)",02-554-1203,900,1800
강남이플러스치과의원,127.0508632,37.50549362,"서울특별시 강남구 테헤란로 411 (삼성동, 성담빌딩 5층일부)",02-538-2275,900,1800
가나가와치과의원,127.0340037,37.48549823,"서울특별시 강남구 강남대로 246, 다림빌딩 6층 (도곡동)",02-578-2759,1000,1900
강남삼성정형외과의원,126.9300965,37.48476254,"서울특별시 관악구 신림로 340, 르네상스복합쇼핑몰 3층 (신림동)",02-878-5930,900,2100
강남편안한치과의원,127.0554838,37.47857819,"서울특별시 강남구 언주로7길 6, 2층 206,207호 (개포동, 개포자이르네)",02-573-2879,1000,1900
강북송도외과의원,127.0979424,37.5990279,"서울특별시 중랑구 망우로 412, 6층 (망우동)",02-496-8002,900,1700
늘치과의원,127.0116156,37.51431856,서울특별시 서초구 잠원로8길 25 (잠원동),02-533-1971,930,1830
더나은가정의학과의원,127.0127033,37.48280437,"서울특별시 서초구 반포대로 22, 서초평화빌딩,대호빌딩 지하1층 (서초동)",02-2039-5590,900,1800
뉴페이스의원,127.0081852,37.56775613,"서울특별시 중구 장충단로13길 7, 6층 (을지로6가,을호빌딩)",02-2263-7515,900,1800
강남새로치과의원,127.02687,37.50086593,"서울특별시 강남구 강남대로 428, 만이빌딩 6층 (역삼동)",02-6956-8522,1000,2100
늘튼튼정형외과의원,126.9430165,37.4819722,"서울특별시 관악구 남부순환로 1738, 2층 (봉천동)",02-888-8119,900,1900
닥터큐의원,127.0746478,37.61756982,서울특별시 노원구 화랑로 425 (공릉동),02-974-6000,930,1830
강남조은눈안과의원,127.028754,37.49868136,"서울특별시 강남구 테헤란로 107, 비전타워 7층,9층 (역삼동)",02-535-8001,1000,1830
다사랑내과의원,127.1180601,37.5338239,"서울특별시 송파구 풍성로 52 (풍납동, 대아아파트)",02-483-8508,900,1830
대혜의원,126.9905469,37.5621712,서울특별시 중구 수표로 10 (충무로3가),02-2266-6963,1000,1800
더왈츠의원,127.0263398,37.4995604,"서울특별시 서초구 강남대로 415, 대동빌딩 8층 (서초동)",02-2052-0002,1030,2030
강남서울밝은안과의원,127.0285788,37.49783995,"서울특별시 강남구 강남대로 390, 18층 (역삼동, 미진프라자)",1588-3882,1000,1830
다이아몬드치과의원,126.864355,37.49796762,"서울특별시 구로구 경인로 403, 원메디타운 9층 (고척동)",02-3666-2804,900,1830
강남초이스병원,126.9495953,37.48132268,"서울특별시 관악구 남부순환로 1796, -1,2~5층 (봉천동, 삼호빌딩)",02-875-2200,1000,2000
강남정신건강의학과의원,127.0306515,37.49931375,서울특별시 강남구 테헤란로 119  (역삼동),02-555-0710,900,1800
다온여성의원,126.9300931,37.61081531,"서울특별시 은평구 통일로 730, 보광빌딩 5층 502호 (불광동)",02-6351-0070,1000,1900
더행복한산부인과의원,127.0154922,37.59216755,"서울특별시 성북구 동소문로 92, 4층 (동소문동5가, 강윤빌딩)",02-928-0809,1000,1830
강남챔피언정형외과의원,127.1471266,37.49308098,"서울특별시 송파구 오금로 525, 2~6층 (거여동)",02-408-7575,900,1900
강남큐브안과의원,127.0407531,37.51769318,"서울특별시 강남구 선릉로 703, HS TOWER 6층 (논현동)",02-555-2080,1000,1830
덕수치과의원,126.9822168,37.5627659,"서울특별시 중구 남대문로 64, 2층 (명동2가)",02-777-2510,1030,1800
강남정신과의원,127.1233007,37.53934079,서울특별시 강동구 천호대로 997 (천호동),02-482-3500,930,1800
강남하늘정신건강의학과의원,127.0250242,37.5049715,"서울특별시 강남구 봉은사로 105, 동양빌딩 1동 501호 (논현동)",02-515-1330,1000,2000
가나치과의원,126.9404853,37.59128798,서울특별시 서대문구 연희로 407 (홍은동),02-379-0102,1430,1830
가리봉의원,126.890379,37.47956093,"서울특별시 구로구 남부순환로105길 42, 가리봉의원 (가리봉동)",02-851-1666,900,1800
강남서울외과의원,127.0239335,37.50460051,"서울특별시 서초구 사평대로 373, 3층 (반포동)",02-562-2300,900,1700
365열린내과의원,127.0704665,37.63756149,"서울특별시 노원구 한글비석로 77, 3층 (하계동)",02-976-3658,900,2100
도림편한내과의원,126.8965725,37.50860804,"서울특별시 영등포구 도신로15길 40, 3층 (도림동)",02-846-0075,900,1800
강남초이스정형외과병원,127.0484575,37.50479491,"서울특별시 강남구 테헤란로 337 (역삼동, 4~9층)",02-539-2250,930,1900
도현의원,126.8388782,37.5594884,"서울특별시 강서구 강서로 380, 3층 (등촌동, 세민빌딩)",02-2604-7582,900,1800
달라스치과의원,127.0097845,37.60847571,서울특별시 성북구 보국문로 45 (정릉동),02-941-7523,930,1830
가산본튼튼의원,126.8838717,37.48144017,"서울특별시 금천구 벚꽃로 298, 대륭포스트타워6차 209,211,212호 (가산동)",02-855-0601,900,2100
강남탑내과의원,127.0306526,37.48964964,"서울특별시 서초구 효령로 431, 서초동 청화오피스텔 2층 (서초동)",02-1660-1776,900,1900
더타임의원,127.0426781,37.51548179,"서울특별시 강남구 학동로56길 26, 6층 (삼성동)",02-542-0018,1000,1800
강남서울치과의원,127.0529141,37.48910918,"서울특별시 강남구 남부순환로 2806, 군인공제회관, 지하101호 (도곡동)",02-2190-2181,1000,1800
강남현비뇨의학과의원,127.0542987,37.49801005,"서울특별시 강남구 도곡로63길 16, 3층 (대치동)",02-555-3731,830,1830
더블유현치과의원,127.025932,37.63864483,"서울특별시 강북구 도봉로 345, 3층 (수유동)",02-993-5553,1000,1730
동남정신과의원,126.9814727,37.57994461,서울특별시 종로구 북촌로5길 64 (소격동),02-363-0412,1100,1800
더블유클리닉의원,127.0827671,37.51142707,"서울특별시 송파구 올림픽로 108, 맥스빌딩 3층 (잠실동)",02-421-9997,1100,2000
강남성모비뇨의학과의원,127.0205392,37.51177378,"서울특별시 서초구 강남대로 559, CK빌딩(씨케이빌딩) 7층 (잠원동)",050-71463-0450,1000,1900
동민외과의원,126.9424512,37.58987665,서울특별시 서대문구 통일로 467 (홍제동),02-395-2008,900,1700
대영의원,126.9890996,37.50193863,"서울특별시 서초구 신반포로 45, K동 10호 (반포동, 반포동 반포상가)",02-599-2519,1000,1800
강남현안과의원,127.0340037,37.48549823,"서울특별시 강남구 강남대로 246, 다림빌딩 3층 (도곡동)",02-3462-8800,930,1830
가든내과의원,126.947689,37.54038107,"서울특별시 마포구 마포대로 52 (도화동, 고려아카데미텔Ⅱ)",02-713-6218,930,1755
강남호랑이마취통증의학과의원,127.0221192,37.54795925,"서울특별시 성동구 독서당로 300, 3,4층 (금호동4가)",02-2281-7588,830,1800
대한민국의원,127.0121553,37.50242017,"서울특별시 서초구 고무래로 32, 2층 201호 (반포동, 반포트라이엄프메딕스빌딩)",02-592-3579,900,1900
더스마일치과의원,126.9030187,37.52108222,서울특별시 영등포구 영신로40길 16 (영등포동6가),02-2672-2800,1000,1700
더나음의원,127.0119049,37.49281907,"서울특별시 서초구 서초대로 274, 2층 (서초동)",02-525-2588,1000,1930
더라스의원,127.0244466,37.50344901,"서울특별시 서초구 강남대로 463, 리젠메디컬타워 5층 (서초동)",02-596-3838,1030,2030
더밸런스의원,127.0888162,37.58028782,"서울특별시 중랑구 사가정로 398, JS빌딩 8층 (면목동)",02-432-5577,900,1900
가든비뇨기과의원,126.947689,37.54038107,"서울특별시 마포구 마포대로 52, 2층 207호 (도화동, 고려아카데미텔2)",02-716-6362,930,1830
